001228,国联安鑫享灵活配置混合A,2019-03-26,0.8764,0.8843,0.90,2019-03-27 15:00
001162,前海开源优势蓝筹股票A,2019-03-26,1.0120,1.0103,-0.17,2019-03-27 15:00
001171,工银养老产业股票,2019-03-26,0.7880,0.7973,1.18,2019-03-27 15:00
001203,东方红稳健精选混合A,2019-03-26,1.3240,1.3258,0.13,2019-03-27 15:00
001205,建信稳健回报灵活配置混合,2019-03-26,1.0220,1.0229,0.09,2019-03-27 15:00
001217,易方达新收益混合C,2019-03-26,1.5830,1.5953,0.78,2019-03-27 15:00
001256,泓德优选成长混合,2019-03-26,1.0960,1.1014,0.50,2019-03-27 15:00
001235,中银国有企业债A,2019-03-26,1.0220,1.0224,0.04,2019-03-27 15:00
001258,兴业收益增强债券C,2019-03-26,1.1690,1.1703,0.11,2019-03-27 15:00
001222,鹏华外延成长混合,2019-03-26,0.9860,1.0010,1.52,2019-03-27 15:00
001195,工银农业产业股票,2019-03-26,0.6620,0.6576,-0.67,2019-03-27 15:00
001208,诺安低碳经济股票,2019-03-26,1.1400,1.1501,0.89,2019-03-27 15:00
001254,泰达宏利新起点混合A,2019-03-26,1.1270,1.1410,1.24,2019-03-27 15:00
001267,泰达宏利蓝筹混合,2019-03-26,0.6460,0.6506,0.70,2019-03-27 15:00
001230,鹏华医药科技,2019-03-26,0.5360,0.5491,2.44,2019-03-27 15:00
001282,华安新机遇灵活配置,2019-03-26,1.1182,1.1188,0.05,2019-03-27 15:00
001255,长城改革红利混合,2019-03-26,0.6161,0.6204,0.69,2019-03-27 15:00
001271,英大灵活配置混合型发起式B,2019-03-26,1.0670,1.0790,1.13,2019-03-27 15:00
001245,工银生态环境股票,2019-03-26,0.6380,0.6484,1.63,2019-03-27 15:00
001276,建信新经济灵活配置混合,2019-03-26,0.7980,0.7980,0.00,2019-03-27 15:00
001281,长安鑫利优选混合A,2019-03-26,1.6081,1.6216,0.84,2019-03-27 15:00
001264,银华恒利灵活配置混合A,2019-03-26,1.2770,1.2859,0.70,2019-03-27 15:00
001307,中欧永裕混合C,2019-03-26,0.8540,0.8608,0.80,2019-03-27 15:00
001312,华安新优选灵活配置混合A,2019-03-26,0.9050,0.9058,0.09,2019-03-27 15:00
001291,大摩量化多策略股票,2019-03-26,0.8110,0.8212,1.26,2019-03-27 15:00
001268,富国国家安全主题混合,2019-03-26,0.5900,0.5874,-0.45,2019-03-27 15:00
001297,平安智慧中国混合,2019-03-26,0.5060,0.5103,0.84,2019-03-27 15:00
001322,东吴新趋势,2019-03-26,0.5020,0.5014,-0.13,2019-03-27 15:00
001318,东方新策略灵活配置混合A,2019-03-26,0.9576,0.9587,0.11,2019-03-27 15:00
001303,银华稳利灵活配置混合A,2019-03-26,0.9330,0.9338,0.09,2019-03-27 15:00
001330,鹏华弘实混合C,2019-03-26,1.1822,1.1832,0.09,2019-03-27 15:00
001332,鹏华弘信混合C,2019-03-26,1.0694,1.0746,0.49,2019-03-27 15:00
